fecha,T,HR,Vv,Dv,Gh
2008-01-01 00:00,11.15,91.09,1.57,87.96,0
2008-01-01 01:00,10.86,89.9,1.53,72.26,0
2008-01-01 02:00,10.87,89.68,2.22,86.11,0
2008-01-01 03:00,10.75,89.2,1.85,76.69,0
2008-01-01 04:00,10.59,90.81,1.23,107.54,0
2008-01-01 05:00,10.32,91.87,1.96,103.3,0
2008-01-01 06:00,10.42,91.79,1.4,106.73,6.47
2008-01-01 07:00,12.51,81.91,1.09,181.36,161.98
2008-01-01 08:00,15.11,70.96,2.6,99.47,415.52
2008-01-01 09:00,16.37,65.73,2.98,83.19,733.05
2008-01-01 10:00,16.86,62.51,3.46,44.4,440.96
2008-01-01 11:00,18.2,54.32,4.18,37,691.73
2008-01-01 12:00,17.91,54.79,3.65,29.89,389.79
2008-01-01 13:00,17.4,55.81,4.04,50.15,215.26
2008-01-01 14:00,17.95,54.73,3.97,11.24,441.96
2008-01-01 15:00,18.04,53.65,4.03,23.93,321.4
2008-01-01 16:00,15.89,63.06,4.35,61.17,81.85
2008-01-01 17:00,14.14,72.54,3.04,99.85,10.3
2008-01-01 18:00,12.52,84.06,3.11,109.97,0.16
2008-01-01 19:00,11.57,90.82,2.36,94.24,0
2008-01-01 20:00,11.42,91.7,2.04,109.24,0
2008-01-01 21:00,11.18,94.25,1.69,129.05,0
2008-01-01 22:00,10.69,96.13,2.57,105.98,0
2008-01-01 23:00,10.42,96.78,1.71,105.19,0
2008-01-02 00:00,10.5,95.86,2.09,95.53,0
2008-01-02 01:00,10.21,96.08,1.57,110.02,0
2008-01-02 02:00,10.15,95.87,1.28,106.11,0
2008-01-02 03:00,9.99,96.24,1.51,138.46,0
2008-01-02 04:00,9.9,95.14,1.32,98.88,0
2008-01-02 05:00,9.66,93.83,1.29,121.7,0
2008-01-02 06:00,9.63,94.63,1.02,119.27,21.87
2008-01-02 07:00,13.05,80.1,2.21,101.53,204.3
2008-01-02 08:00,14.94,67.13,3.26,125.65,458.62
2008-01-02 09:00,15.12,69.01,3.21,102.23,681.16
2008-01-02 10:00,16.67,64.4,3.61,77.54,786.53
2008-01-02 11:00,17.2,62.1,4.3,53.64,587.63
2008-01-02 12:00,17.9668213753,59.7929961687,1.828,68.878,584.4671778862
2008-01-02 13:00,18.3,56.47,4.57,77.33,430.01
2008-01-02 14:00,17.25,61.1,4.06,34.09,263
2008-01-02 15:00,16.64,62.34,3.31,59.75,98.65
2008-01-02 16:00,15.43,67.59,3.78,57.42,80.02
2008-01-02 17:00,13.57,75.27,4.06,102.66,15.73
2008-01-02 18:00,12.44,73.95,2.99,142.85,0.31
2008-01-02 19:00,12.09,81.12,1.88,101.92,0
2008-01-02 20:00,11.49,88.28,1.97,117.36,0
2008-01-02 21:00,11.07,91.55,1.96,105,0
2008-01-02 22:00,11.08,91.11,1.88,80.49,0
2008-01-02 23:00,11.08,91.08,1.12,89.08,0
2008-01-03 00:00,10.72,93.01,1.81,108.66,0
2008-01-03 01:00,10.81,91.95,0.99,130.55,0
2008-01-03 02:00,10.5,93.34,1.2,121.16,0
2008-01-03 03:00,10.38,93.71,1.53,96.19,0
2008-01-03 04:00,10.36,92.7,1.37,192.03,0
2008-01-03 05:00,10.09,92.88,1.68,126.31,0
2008-01-03 06:00,10.36,92.9,1.13,100.52,17.01
2008-01-03 07:00,10.8,89.17,2.32,92.08,78.37
2008-01-03 08:00,14.78,71.73,2.26,110.86,445.33
2008-01-03 09:00,16.64,63.97,2.34,101,683.22
2008-01-03 10:00,17.61,59.27,3.09,69.66,875.34
2008-01-03 11:00,19.1,53,3.72,35.36,910.83
2008-01-03 12:00,18.07,55.88,3.94,18.37,427.18
2008-01-03 13:00,19.3,51.64,5.03,58.13,877.21
2008-01-03 14:00,17.89,54.91,4.42,25.38,288.01
2008-01-03 15:00,17.06,56.79,5.05,27.48,238.15
2008-01-03 16:00,13.75,71.98,4.95,110.16,51.66
2008-01-03 17:00,11.8,82.45,3.7,198.79,11.07
2008-01-03 18:00,12.03,81.14,2.34,172.13,2
2008-01-03 19:00,11.26,88.44,1.85,129.75,0
2008-01-03 20:00,10.72,91.96,1.86,119.12,0
2008-01-03 21:00,10.42,92.61,1.7,90.34,0
2008-01-03 22:00,10.62,88.99,2.45,209.06,0
2008-01-03 23:00,10.33,87.63,1.66,182.91,0
2008-01-04 00:00,9.61,90.34,1.2,170.56,0
2008-01-04 01:00,9.06,87.1,1.65,190.8,0
2008-01-04 02:00,8.74,83.15,1.45,8.17,0
2008-01-04 03:00,8.23,87.67,0.9,316.09,0
2008-01-04 04:00,7.88,87.36,0.92,281.12,0
2008-01-04 05:00,7.28,88.43,0.89,325.9,0
2008-01-04 06:00,7.83,90.42,1.34,221.33,17.68
2008-01-04 07:00,14.12,61.21,4.23,191.33,216.23
2008-01-04 08:00,15.91,52.56,6.21,198.2,480.95
2008-01-04 09:00,16.78,51.32,5.54,202.72,697.31
2008-01-04 10:00,17.7,49.18,4.57,197.16,851.64
2008-01-04 11:00,19.76,43.54,4.05,125.46,1022.88
2008-01-04 12:00,20.53,41.55,4.3,107.84,968.05
2008-01-04 13:00,20.61,37.96,5.76,122.09,699.62
2008-01-04 14:00,20.44,38.6,5.74,96.3,603.08
2008-01-04 15:00,19.45,50.5,3.47,18.69,285.69
2008-01-04 16:00,17.89,57.19,2.73,11.86,112.47
2008-01-04 17:00,17.01,57.5,1.94,357.19,54.97
2008-01-04 18:00,15.24,66.68,2.62,72.99,1.79
2008-01-04 19:00,13.5,75.52,1.32,354,0
2008-01-04 20:00,12.83,75.41,0.96,356.15,0
2008-01-04 21:00,12.79,71.58,1.06,64.25,0
2008-01-04 22:00,11.38,82.69,1.54,88.22,0
2008-01-04 23:00,9.97,91.36,2.22,119.08,0
2008-01-05 00:00,9.32,94.87,0.91,238.37,0
2008-01-05 01:00,9.35,93.65,2.03,53.2,0
2008-01-05 02:00,9.61,90.63,1.1,14.1,0
2008-01-05 03:00,9.4,91.9,1.43,107.99,0
2008-01-05 04:00,9.48,91.42,1.09,83.14,0
2008-01-05 05:00,9.47,90.66,1.57,113.87,0
2008-01-05 06:00,9.34,91.21,1.86,195.36,13.18
2008-01-05 07:00,13.01,75.04,3,169.26,208.66
2008-01-05 08:00,15.12,62.32,2.38,161.77,268.23
2008-01-05 09:00,17.44,52.21,1.91,130.63,437.45
2008-01-05 10:00,16.79,59.11,2.89,122.56,498.2
2008-01-05 11:00,19.13,45.67,4.09,128.6,956.97
2008-01-05 12:00,18.22,47.13,3.53,92.37,433.86
2008-01-05 13:00,19.05,44.43,4.02,58.25,395.94
2008-01-05 14:00,17.75,48.08,4.17,41.04,150.17
2008-01-05 15:00,17.53,51.74,3.32,19.06,174.63
2008-01-05 16:00,17.84,52.73,3.42,30.32,221.34
2008-01-05 17:00,16.18,59.51,3.3,5.55,78.67
2008-01-05 18:00,14.62,66.5,2.39,21.32,2.33
2008-01-05 19:00,14.15,66.06,2.16,18.08,0
2008-01-05 20:00,13.29,70.66,1.94,347.28,0
2008-01-05 21:00,13.34,70.45,2.46,23.23,0
2008-01-05 22:00,12.65,77,2.64,42.2,0
2008-01-05 23:00,11.58,85.8,1.54,119.44,0
2008-01-06 00:00,10.84,90.61,1.19,121.06,0
2008-01-06 01:00,10.31,92.18,1.31,131.23,0
2008-01-06 02:00,10.19,92.93,1.51,95.49,0
2008-01-06 03:00,10.25,92.14,1.97,49.67,0
2008-01-06 04:00,10.21,91.87,2.99,47.27,0
2008-01-06 05:00,10.6,86.04,2.3,44.52,0
2008-01-06 06:00,10.31,88.89,1.1,124.48,17.39
2008-01-06 07:00,11.84,84.41,1.25,89.41,115.29
2008-01-06 08:00,16.07,67.21,1.48,99.48,369.85
2008-01-06 09:00,16.47,60.26,1.56,69.1,395.1
2008-01-06 10:00,18.91,47.86,3.04,121.17,788.52
2008-01-06 11:00,17.69,52.94,4.16,47.72,372.87
2008-01-06 12:00,18,50.11,3.67,39.67,341.11
2008-01-06 13:00,18,51.2,3.7,9.25,394.8
2008-01-06 14:00,18.01,48.83,3.09,18.28,231.01
2008-01-06 15:00,17.52,49.55,4.43,47.92,193.76
2008-01-06 16:00,17.8,52.89,3.17,39.38,186.82
2008-01-06 17:00,17.01,59.35,3.51,7.88,132.91
2008-01-06 18:00,14.37,67.61,3.33,26.11,1.61
2008-01-06 19:00,13.77,67.99,2.39,14.55,0
2008-01-06 20:00,13.12,71.28,2.87,25.43,0
2008-01-06 21:00,12.34,70.83,2.15,355.48,0
2008-01-06 22:00,12.23,70.18,2.11,4.59,0
2008-01-06 23:00,12.44,67.86,1.71,31.83,0
2008-01-07 00:00,11.91,69.43,1.84,16.57,0
2008-01-07 01:00,10.73,78.15,0.64,20.54,0
2008-01-07 02:00,10.19,82.16,0.43,304.56,0
2008-01-07 03:00,9.63,87.9,0.75,216.22,0
2008-01-07 04:00,9.55,91.17,0.82,119.13,0
2008-01-07 05:00,9.28,91.39,1.21,122.95,0
2008-01-07 06:00,9.75,90.47,1.15,187.43,34.16
2008-01-07 07:00,13.99,72.6,2.05,130.66,162.77
2008-01-07 08:00,13.39,73.75,2.32,105.88,295.2
2008-01-07 09:00,15.92,65.08,2.41,108.18,534.31
2008-01-07 10:00,18.34,51.93,2.45,132.93,684.79
2008-01-07 11:00,18.98,45.88,3.94,96.7,718.21
2008-01-07 12:00,19.62,44.45,4.21,98.64,856.43
2008-01-07 13:00,20.96,41.47,3.81,117.24,961
2008-01-07 14:00,20.28,49.42,5.12,21.99,771.95
2008-01-07 15:00,18.76,53.7,5.04,359.1,417.28
2008-01-07 16:00,17.89,53.89,4.36,16.07,239.09
2008-01-07 17:00,16.08,58.25,3.67,32.18,37.98
2008-01-07 18:00,14.49,67.35,4.34,39.87,0.41
2008-01-07 19:00,13.63,72.26,3.86,47.33,0
2008-01-07 20:00,13.13,74.24,4.44,40.05,0
2008-01-07 21:00,11.81,86.76,2.25,79.81,0
2008-01-07 22:00,10.78,94.01,2.07,106.39,0
2008-01-07 23:00,10.89,94.12,1.58,92.23,0
2008-01-08 00:00,10.44,94.06,2.08,110.44,0
2008-01-08 01:00,10.23,96.38,1.48,99.56,0
2008-01-08 02:00,10.25,95.41,1.75,123.51,0
2008-01-08 03:00,9.99,95.42,2.14,105.27,0
2008-01-08 04:00,10.23,93.64,0.9,209.44,0
2008-01-08 05:00,10.15,89.73,0.94,244.34,0
2008-01-08 06:00,9.43,89.47,1.25,1.4,2.65
2008-01-08 07:00,10.65,90.4,1.72,65.88,77.6
2008-01-08 08:00,11.5,85.71,1.85,98.36,175.68
2008-01-08 09:00,14.52,70.5,2.26,91.57,475.24
2008-01-08 10:00,17.47,58.41,3.02,44.92,705.34
2008-01-08 11:00,17.74,54.8,4.73,80.42,913.41
2008-01-08 12:00,18,54.91,4.27,28.9,509.33
2008-01-08 13:00,19.15,52.49,3.59,20.12,762.37
2008-01-08 14:00,20.14,48.03,4.79,36.51,953.66
2008-01-08 15:00,19.81,48.18,4.87,25.19,706.85
2008-01-08 16:00,18,51.98,4.27,29.98,252.68
2008-01-08 17:00,14.76,71.49,4.38,212.01,68.76
2008-01-08 18:00,12.59,84.17,2.74,124.82,3.5
2008-01-08 19:00,11.18,89.84,2.88,108.44,0
2008-01-08 20:00,10.92,91.57,3.05,102.96,0
2008-01-08 21:00,10.32,95.01,2.97,88.42,0
2008-01-08 22:00,10.78,95.09,0.95,12.67,0
2008-01-08 23:00,10.91,92,1.34,13.85,0
2008-01-09 00:00,10.11,95.65,1.96,101.86,0
2008-01-09 01:00,10.13,96.18,1.3,133.33,0
2008-01-09 02:00,9.88,95.93,1.75,187.2,0
2008-01-09 03:00,9.6,94.42,1.43,187.65,0
2008-01-09 04:00,9.49,94.83,0.82,134.46,0
2008-01-09 05:00,9.5,95.37,1.49,175.32,0
2008-01-09 06:00,9.87,93.16,1.41,147.56,19.39
2008-01-09 07:00,11.18,87.58,1.65,138.87,163.16
2008-01-09 08:00,13.89,76.6,3.17,85.48,518.94
2008-01-09 09:00,13.85,74.83,3.42,55.34,549.13
2008-01-09 10:00,13.89,73.09,3.05,64.1,281.4
2008-01-09 11:00,14.95,71.4,3.4,60.96,455.22
2008-01-09 12:00,16.17,63.87,4.81,46.66,509.96
2008-01-09 13:00,15.6,67.54,5.58,37.69,422.42
2008-01-09 14:00,12.64,77.13,5.14,237.74,62.88
2008-01-09 15:00,10.96,84.62,2.98,196.77,56.71
2008-01-09 16:00,11.08,87.89,2.95,190.89,51.26
2008-01-09 17:00,10.77,88.28,2.61,191.99,30.62
2008-01-09 18:00,10.46,91.24,1.99,111.73,1.23
2008-01-09 19:00,9.87,91.94,2.18,44.97,0
2008-01-09 20:00,9.67,93.62,2.12,85.42,0
2008-01-09 21:00,9.75,93.22,2.61,59.99,0
2008-01-09 22:00,9.82,87.89,1.62,17.49,0
2008-01-09 23:00,9.68,85.31,1.39,26.29,0
2008-01-10 00:00,9.45,88.86,0.84,224.9,0
2008-01-10 01:00,9.18,90.95,2.02,225.2,0
2008-01-10 02:00,9.22,86.94,1.69,212.02,0
2008-01-10 03:00,8.8,87.15,1.15,274.74,0
2008-01-10 04:00,8.41,89.87,0.47,8.08,0
2008-01-10 05:00,8.18,93.43,1.8,8.26,0
2008-01-10 06:00,8.3,91.22,1.48,321.76,5.24
2008-01-10 07:00,9.5,87.07,1.38,278.62,78.57
2008-01-10 08:00,10.86,83.33,1.81,167.48,188.72
2008-01-10 09:00,12.76,74.23,1.67,133.46,333.41
2008-01-10 10:00,13.77,74.57,2.73,104.98,606.42
2008-01-10 11:00,16.37,64.53,2.78,62.19,676.42
2008-01-10 12:00,16.48,64.42,2.85,51.6,546.48
2008-01-10 13:00,16.08,64.65,3.56,31.82,277.65
2008-01-10 14:00,16.87,62.35,3,38,411.48
2008-01-10 15:00,16.81,63.18,2.94,93.53,305.73
2008-01-10 16:00,14,71.35,2.82,339.82,95.02
2008-01-10 17:00,12.28,83.19,1.24,62.81,29.45
2008-01-10 18:00,11.47,92.4,1.84,88.52,1.09
2008-01-10 19:00,10.93,94.98,1.3,117.86,0
2008-01-10 20:00,10.96,94.43,1.38,116.97,0
2008-01-10 21:00,10.67,94.72,1.6,100.92,0
2008-01-10 22:00,10.65,94.05,1.04,158.34,0
2008-01-10 23:00,10.51,93.2,1.01,90.13,0
2008-01-11 00:00,10.49,92.41,0.96,172.09,0
2008-01-11 01:00,10.24,93.92,0.89,92.75,0
2008-01-11 02:00,10.02,94.35,0.96,106.93,0
2008-01-11 03:00,9.82,95.3,1.06,99.94,0
2008-01-11 04:00,9.76,95.62,0.85,133.65,0
2008-01-11 05:00,9.45,92.56,0.99,298.44,0
2008-01-11 06:00,9.04,89.79,0.96,306.59,16.25
2008-01-11 07:00,9.91,88.42,0.94,24.59,44.55
2008-01-11 08:00,10.68,88.48,1.51,106.43,178.32
2008-01-11 09:00,13.24,78.58,1.61,131.1,500.59
2008-01-11 10:00,15.77,65.97,1.53,83.91,759.41
2008-01-11 11:00,17.59,58.84,1.78,136.51,623.03
2008-01-11 12:00,16.9,61.57,2.21,10.95,521.92
2008-01-11 13:00,18.59,53.6,2.88,35.34,843.17
2008-01-11 14:00,18.06,55.52,3.32,42.68,562.23
2008-01-11 15:00,17.69,56.72,2.23,68.78,257.39
2008-01-11 16:00,15.52,68.22,2.64,132.34,135.82
2008-01-11 17:00,13.06,80.56,2.71,128.93,43.67
2008-01-11 18:00,11.77,87.41,1.69,117.3,4.61
2008-01-11 19:00,11.19,90.41,1.21,149.07,0
2008-01-11 20:00,10.85,90.82,1.03,208.22,0
2008-01-11 21:00,10.68,90.97,1.17,143.89,0
2008-01-11 22:00,10.68,89.02,0.77,66.36,0
2008-01-11 23:00,10.22,80.77,0.68,282.03,0
2008-01-12 00:00,9.63,86,0.61,356.85,0
2008-01-12 01:00,9.91,88.96,0.85,78.2,0
2008-01-12 02:00,9.59,86.33,0.98,257.01,0
2008-01-12 03:00,8.73,83.26,0.63,268.66,0
2008-01-12 04:00,8.42,81.78,1.03,301.98,0
2008-01-12 05:00,8.82,81.29,1.01,269,0
2008-01-12 06:00,8.59,82.8,0.73,277.23,10.63
2008-01-12 07:00,9.64,77.84,0.79,315.4,110.43
2008-01-12 08:00,12.73,70.04,0.93,193.11,271.49
2008-01-12 09:00,15.49,58.84,1.39,158.43,461.33
2008-01-12 10:00,17.79,51.41,1.69,123.26,703.61
2008-01-12 11:00,17.21,59.47,3,57.84,973.74
2008-01-12 12:00,18.02,54.77,3.7,42.57,998.88
2008-01-12 13:00,19.25,52.18,2.98,35.54,735.3
2008-01-12 14:00,19.34,50.57,3.09,36.87,652.34
2008-01-12 15:00,19.31,50.22,2.9,27.03,553.3
2008-01-12 16:00,17.22,57.52,3.39,44.05,251.77
2008-01-12 17:00,15.1,67.39,3.03,41.77,39.86
2008-01-12 18:00,13.74,76.47,2.34,74.44,0.7
2008-01-12 19:00,12.41,87.37,1.65,147.88,0
2008-01-12 20:00,11.96,90.7,1.7,97.82,0
2008-01-12 21:00,11.79,93.04,1.47,112.71,0
2008-01-12 22:00,11.24,94.64,1.63,96.23,0
2008-01-12 23:00,11.23,95.31,1.43,108.28,0
2008-01-13 00:00,11.18,94.56,1.42,123.95,0
2008-01-13 01:00,10.86,95.83,1.41,104.23,0
2008-01-13 02:00,11.04,94.13,1.68,54.38,0
2008-01-13 03:00,10.9,93.97,1.65,64.78,0
2008-01-13 04:00,10.31,96.24,1.42,113.25,0
2008-01-13 05:00,10.42,96.83,1.24,101.3,0
2008-01-13 06:00,10.25,97.03,1.39,102.52,7.3
2008-01-13 07:00,11.52,92.19,1.42,39.36,110.28
2008-01-13 08:00,12.73,82.73,1.85,66.5,184.46
2008-01-13 09:00,13.64,79,2.19,67.4,334.71
2008-01-13 10:00,14.66,73.79,2.08,38.5,325.85
2008-01-13 11:00,16.6,64.41,3.05,42.78,777.97
2008-01-13 12:00,16.99,59.26,3.39,30.99,507.59
2008-01-13 13:00,17.29,60.5,3.2,32.22,571.98
2008-01-13 14:00,17.57,57.26,2.85,22.56,445.07
2008-01-13 15:00,17.75,56.61,3.25,32.08,527.2
2008-01-13 16:00,19.28,53.13,2.6,9.61,460.42
2008-01-13 17:00,16.16,61.72,2.3,22.04,72.09
2008-01-13 18:00,13.82,73.78,2.3,39.79,2.64
2008-01-13 19:00,12.03,82.88,2.45,47.02,0
2008-01-13 20:00,11.73,83,2.16,35.07,0
2008-01-13 21:00,10.66,91.05,1.54,87.9,0
2008-01-13 22:00,10.15,94.94,1.41,79,0
2008-01-13 23:00,10.49,93.76,1.62,53.13,0
2008-01-14 00:00,10.33,91.32,1.92,55.44,0
2008-01-14 01:00,10.41,89.5,1.78,38.57,0
2008-01-14 02:00,10.13,89.09,1.59,71.46,0
2008-01-14 03:00,9.74,93.3,0.99,109.52,0
2008-01-14 04:00,9.7,89.82,1.18,109.01,0
2008-01-14 05:00,9.51,91.65,1.09,170.99,0
2008-01-14 06:00,9.83,88.6,1.01,266.61,13.53
2008-01-14 07:00,10.57,86.96,1.69,111.6,85.27
2008-01-14 08:00,13.7,74.42,1.44,107.79,318.53
2008-01-14 09:00,12.61,80.5,1.99,105.45,256.44
2008-01-14 10:00,15.35,70.33,1.75,119.59,606.87
2008-01-14 11:00,16.23,64.58,2.73,47.95,569.81
2008-01-14 12:00,14.91,70.65,3.67,45.22,323.82
2008-01-14 13:00,14.55,69.73,3.42,31.62,239.78
2008-01-14 14:00,16.72,57.7,2.41,12.77,585.54
2008-01-14 15:00,17.72,54.26,1.92,31.74,403.84
2008-01-14 16:00,15.72,64.14,2.73,36.33,150.13
2008-01-14 17:00,15.66,64.45,2.96,39.3,185.98
2008-01-14 18:00,13.49,70.47,2.79,34.34,3.74
2008-01-14 19:00,13.1,71.62,2.89,41.14,0
2008-01-14 20:00,12.45,76.38,2.25,51.66,0
2008-01-14 21:00,10.45,92.67,1.32,106.78,0
2008-01-14 22:00,10.27,95.42,1.19,102.95,0
2008-01-14 23:00,10.37,95.16,1.22,115.41,0
2008-01-15 00:00,10.56,92.56,1.57,65.51,0
2008-01-15 01:00,10.03,95,1.49,99.23,0
2008-01-15 02:00,9.9,96.04,1.28,108.38,0
2008-01-15 03:00,9.99,96.01,1.08,128.08,0
2008-01-15 04:00,9.9,94.36,1.19,91.78,0
2008-01-15 05:00,10.04,92.92,0.99,123.43,0
2008-01-15 06:00,10.01,94.81,1.01,113.18,2.64
2008-01-15 07:00,10.31,93.33,1.31,76.43,73.11
2008-01-15 08:00,12.09,84.14,1.51,103.15,235.37
2008-01-15 09:00,14.36,73.86,2,88.9,399.45
2008-01-15 10:00,13.24,79.59,2.29,89.39,218.38
2008-01-15 11:00,13.75,77.93,2.63,49,371.58
2008-01-15 12:00,14.85,71.7,3.32,41.32,332.67
2008-01-15 13:00,13.32,78.36,3.53,35.33,312.58
2008-01-15 14:00,14.04,79.5,2.74,33.23,376.89
2008-01-15 15:00,13.71,78.27,2.34,37.83,246.9
2008-01-15 16:00,13.05,79.11,2.95,47.62,134.84
2008-01-15 17:00,12.28,85.28,2.34,62.02,53.5
2008-01-15 18:00,11.45,89.52,2.24,64.86,2.28
2008-01-15 19:00,10.48,96.04,1.56,116.97,0
2008-01-15 20:00,9.88,97.88,2.43,103.52,0
2008-01-15 21:00,10.08,98.07,1.45,126.95,0
2008-01-15 22:00,9.84,98.24,1.71,109.25,0
2008-01-15 23:00,9.85,98.51,1.27,103.03,0
2008-01-16 00:00,9.83,98.27,1.4,103.59,0
2008-01-16 01:00,9.61,98.58,1.15,135.23,0
2008-01-16 02:00,9.68,98.39,1.06,152.67,0
2008-01-16 03:00,9.82,98.11,0.88,155.62,0
2008-01-16 04:00,9.84,97.88,0.68,151.92,0
2008-01-16 05:00,9.75,97.95,1.09,106.26,0
2008-01-16 06:00,9.56,98.24,1.31,103.11,1.2
2008-01-16 07:00,9.83,98.11,1.17,111.55,19.6
2008-01-16 08:00,10.72,95.81,0.99,58.31,107.28
2008-01-16 09:00,12.07,87.76,1.51,100.11,237.34
2008-01-16 10:00,13.15,81.81,1.89,87.1,305.44
2008-01-16 11:00,12.75,84.56,3.04,106.65,193.39
2008-01-16 12:00,14.79,75.87,2.46,97.93,410.81
2008-01-16 13:00,14.34,76.5,3.59,64.98,242.29
2008-01-16 14:00,13.32,83.89,3.01,41.85,252.53
2008-01-16 15:00,13.14,83.94,3.96,45.08,185.68
2008-01-16 16:00,13.03,82.75,4.78,39.72,175.36
2008-01-16 17:00,11.54,89.79,3.84,42.64,21.77
2008-01-16 18:00,10.97,93.61,2.38,94.48,2.56
2008-01-16 19:00,10.44,96.58,2.37,116.23,0
2008-01-16 20:00,10.25,96.91,1.97,112.03,0
2008-01-16 21:00,10.12,97.02,2.22,107.04,0
2008-01-16 22:00,9.97,97.59,1.86,99.22,0
2008-01-16 23:00,10.04,97.3,1.37,138.76,0
2008-01-17 00:00,9.99,97.4,1.47,158.45,0
2008-01-17 01:00,9.96,96.06,1.04,120.83,0
2008-01-17 02:00,9.74,96.24,1.19,148.72,0
2008-01-17 03:00,9.68,96.24,0.95,152.45,0
2008-01-17 04:00,9.61,96.18,0.87,153.41,0
2008-01-17 05:00,9.39,96.53,1.23,126.92,0
2008-01-17 06:00,9.39,94.46,1.09,3.84,5.26
2008-01-17 07:00,10.13,93.09,1.7,152.25,86.22
2008-01-17 08:00,13,78.86,1.62,102.77,326.41
2008-01-17 09:00,16.66,61.74,2.34,133.72,690.4
2008-01-17 10:00,16.62,61.84,3.3,103.17,880.61
2008-01-17 11:00,17.5,60.88,4.72,57.38,869.26
2008-01-17 12:00,18.29,54.47,4.49,36.05,938.59
2008-01-17 13:00,19.52,48,4.34,41.69,834.7
2008-01-17 14:00,18.5,55.92,4.81,34.34,446.81
2008-01-17 15:00,18.81,53.27,3.74,347.39,540.72
2008-01-17 16:00,17.41,56.11,3.78,30.41,184.8
2008-01-17 17:00,14.7,71.75,3.31,202.03,25.95
2008-01-17 18:00,12.56,87.48,2.75,133.69,0.41
2008-01-17 19:00,11.9,90.35,1.78,112.12,0
2008-01-17 20:00,11.85,86.85,2.81,74.52,0
2008-01-17 21:00,11.2,93.17,1.31,144.99,0
2008-01-17 22:00,10.8,94.12,1.6,130.33,0
2008-01-17 23:00,10.86,92.82,1.36,86.48,0
2008-01-18 00:00,10.89,90.92,1.44,114.08,0
2008-01-18 01:00,10.62,92.69,1.06,128.25,0
2008-01-18 02:00,10.12,94.94,1.56,97.97,0
2008-01-18 03:00,10.06,94.7,1.61,81.93,0
2008-01-18 04:00,9.8,92.03,2.25,174.71,0
2008-01-18 05:00,9.66,90.39,1.58,175.85,0
2008-01-18 06:00,9.54,93.59,2.03,176.88,22.13
2008-01-18 07:00,13.42,66.97,4.68,204.12,210.44
2008-01-18 08:00,15.93,52.49,5.1,199.84,474.24
2008-01-18 09:00,17.38,51.75,3.63,149.58,694.51
2008-01-18 10:00,18.29,48.69,3.1,90.91,917.87
2008-01-18 11:00,19.24,44.88,3.8,115.55,910.21
2008-01-18 12:00,19.05,45.97,3.73,152.15,558.64
2008-01-18 13:00,19.3,44.76,3.72,105.53,513.72
2008-01-18 14:00,18.84,49.56,4.31,30.11,505.42
2008-01-18 15:00,19.4440509321,48.7756047451,2.824,73.614,353.6191296383
2008-01-18 16:00,19.57,46.55,2.93,344.6,323.51
2008-01-18 17:00,16.87,59.33,3.08,5.45,52.75
2008-01-18 18:00,14.63,67.26,3.9,12.6,3.41
2008-01-18 19:00,13.78,68.76,3.04,11.13,0
2008-01-18 20:00,13.51,68.93,2.35,347.54,0
2008-01-18 21:00,12.74,68.13,1.68,325.59,0
2008-01-18 22:00,12.54,69.03,1.76,16.92,0
2008-01-18 23:00,12.31,70.89,1.8,17.64,0
2008-01-19 00:00,12.21,68.43,1.94,25.87,0
2008-01-19 01:00,12.03,68.78,1.54,47.03,0
2008-01-19 02:00,11.52,75.97,0.89,140.11,0
2008-01-19 03:00,11.1,77.58,2.12,60.12,0
2008-01-19 04:00,10.67,79.15,1.59,30.84,0
2008-01-19 05:00,10.95,76.45,0.95,27.92,0
2008-01-19 06:00,11,79.99,1.46,165.23,3.44
2008-01-19 07:00,12.23,78.92,1.63,101.01,130.55
2008-01-19 08:00,16.42,64.05,2.19,183.96,451.37
2008-01-19 09:00,18.7,45.66,2.57,104.31,696.14
2008-01-19 10:00,18.74,43.71,3.42,148.05,869.86
2008-01-19 11:00,20.67,38.06,3.08,143.9,1012.19
2008-01-19 12:00,20.51,39.08,4.27,101.63,693.61
2008-01-19 13:00,19.84,40.44,5.82,76.8,490.85
2008-01-19 14:00,19.11,49.57,3.7,42.99,317.62
2008-01-19 15:00,18.82,52.34,3.16,349.86,283.89
2008-01-19 16:00,18.69,53.14,3.16,345.6,207.24
2008-01-19 17:00,16.5,59.5,3.4,9.84,44.65
2008-01-19 18:00,15.22,61.06,3.18,28.15,5.38
2008-01-19 19:00,14.37,64.38,2.61,19.69,0
2008-01-19 20:00,13.39,67.72,1.18,344.8,0
2008-01-19 21:00,11.45,83.32,1.41,117.27,0
2008-01-19 22:00,10.9,88.17,1,248.22,0
2008-01-19 23:00,10.59,84.59,1.13,342.49,0
2008-01-20 00:00,10,91.48,1.61,73.67,0
2008-01-20 01:00,9.86,91.63,1.1,23.15,0
2008-01-20 02:00,10.31,89.44,1.58,29.03,0
2008-01-20 03:00,9.79,93.8,2.18,103.78,0
2008-01-20 04:00,9.86,92.19,1.83,30.38,0
2008-01-20 05:00,9.79,91.43,1.1,102.32,0
2008-01-20 06:00,9.64,93,0.98,148.28,17.39
2008-01-20 07:00,13.12,77.67,2.02,136.2,192.54
2008-01-20 08:00,16.4,56.29,3.2,174.76,452.04
2008-01-20 09:00,17.69,51.11,2.72,131.51,702.16
