fecha,T,HR,Vv,Dv,Gh
2008-07-10 01:00,11.65,71.22,1.37,174.47,0
2008-07-10 02:00,10.81,78.44,0.88,344.37,0
2008-07-10 03:00,11.25,68.31,1.02,246.19,0
2008-07-10 04:00,10.87,72.35,1.16,200.78,0
2008-07-10 05:00,10.12,77.11,0.89,346.99,0
2008-07-10 06:00,9.29,81.74,0.52,298.05,8.22
2008-07-10 07:00,11.27,78.45,0.75,246.87,131.72
2008-07-10 08:00,13.89,61.61,1.46,183.95,338.15
2008-07-10 09:00,15.23,54.35,1.81,173.16,558.96
2008-07-10 10:00,15.85,52.89,2.72,134.43,834.36
2008-07-10 11:00,16.96,50.01,2,155.94,621.74
2008-07-10 12:00,17.24,49.34,2.41,108.54,575.63
2008-07-10 13:00,14.47,63.31,1.74,11.66,276.79
2008-07-10 14:00,16.05,54.34,1.77,113.27,290.14
2008-07-10 15:00,15.28,52.57,2.43,127.94,176.27
2008-07-10 16:00,14.67,53.6,1.9,62.3,70.85
2008-07-10 17:00,13.29,60.12,2.97,12.04,31.13
2008-07-10 18:00,12.45,63.1,2.65,360,0.57
2008-07-10 19:00,11.65,66.15,1.47,354.67,0
2008-07-10 20:00,10.25,69.9,1.03,348.5,0
2008-07-10 21:00,9.67,70.45,1.2,344.92,0
2008-07-10 22:00,10.06,64.58,1.28,284.06,0
2008-07-10 23:00,10.61,59.89,1.25,260.23,0
2008-07-11 00:00,10.13,62.12,0.95,58.81,0
2008-07-11 01:00,9.35,68.36,1.55,230.26,0
2008-07-11 02:00,8.83,71.2,0.91,84.56,0
2008-07-11 03:00,7.94,75.92,1.2,65.56,0
2008-07-11 04:00,7.6,77.55,1.2,350.43,0
2008-07-11 05:00,8.12,77.35,0.79,268.29,0
2008-07-11 06:00,8.87,75.19,1.36,261.81,5.3
2008-07-11 07:00,10.04,71.47,1.16,180.53,58.11
2008-07-11 08:00,12.66,61.88,1.79,201.95,332.33
2008-07-11 09:00,15.52,51.83,1.83,206.31,504.19
2008-07-11 10:00,16.79,48.05,2.41,129.02,852.8
2008-07-11 11:00,17.21,47.02,2.71,127.78,739.48
2008-07-11 12:00,17.28,46.91,2.33,82.88,451.51
2008-07-11 13:00,16.17,47.53,4.22,131.16,300.1
2008-07-11 14:00,14.56,51.15,3.02,120.54,177.87
2008-07-11 15:00,14.4,49.98,2.47,118.66,121.74
2008-07-11 16:00,15.1,50.47,1.88,152.14,199.73
2008-07-11 17:00,13.97,59.69,2.28,49.58,52.12
2008-07-11 18:00,13.01,63.83,2.55,22.32,0.43
2008-07-11 19:00,12.55,67.6,1.37,356.86,0
2008-07-11 20:00,11.83,72.53,1.19,46.56,0
2008-07-11 21:00,11.67,68.82,1.61,185.36,0
2008-07-11 22:00,11.72,57.92,1.71,225.47,0
2008-07-11 23:00,11.17,56.51,1.75,225.83,0
2008-07-12 00:00,10.33,59.59,1.66,238.17,0
2008-07-12 01:00,9.88,62.05,1.93,211.85,0
2008-07-12 02:00,10.22,60.62,2.13,206.96,0
2008-07-12 03:00,9.86,63.73,1.07,266.4,0
2008-07-12 04:00,9.99,62.62,1.61,223.31,0
2008-07-12 05:00,9.77,64.27,2.15,199.72,0
2008-07-12 06:00,9.8,63.92,2.1,195.29,13.6
2008-07-12 07:00,11.24,58.63,2.26,197.28,88.62
2008-07-12 08:00,12.12,60.14,1.04,4.66,161.72
2008-07-12 09:00,13.58,57.49,1.48,122.5,422.44
2008-07-12 10:00,14.46,56.44,2.35,164.67,417.49
2008-07-12 11:00,15.66,52.4,2.27,170.28,444.87
2008-07-12 12:00,16.16,50.62,2.67,108.9,598.92
2008-07-12 13:00,16.88,48.37,2.14,115.97,490.52
2008-07-12 14:00,16.19,50.93,1.86,99.76,192.04
2008-07-12 15:00,15.49,55.56,2.9,17.78,210.11
2008-07-12 16:00,14.78,58.99,3.09,7.42,162.29
2008-07-12 17:00,14.09,60.89,2.62,16.53,71.23
2008-07-12 18:00,12.98,68.95,1.76,9.53,0.43
2008-07-12 19:00,12.48,69.31,2.01,11.15,0
2008-07-12 20:00,12.21,69.79,1.33,0.49,0
2008-07-12 21:00,11.88,71.14,1.52,4.66,0
2008-07-12 22:00,11.77,74.48,1.2,124.23,0
2008-07-12 23:00,11.12,80.21,0.78,215.94,0
2008-07-13 00:00,10.81,79.44,0.8,19.23,0
2008-07-13 01:00,10.39,86.22,1.17,115.98,0
2008-07-13 02:00,9.72,91.16,0.97,61.37,0
2008-07-13 03:00,9.65,89.09,1.21,172.69,0
2008-07-13 04:00,8.95,93.39,1.43,164.21,0
2008-07-13 05:00,9.15,90.86,0.88,106.03,0
2008-07-13 06:00,9.25,90.68,1.04,125.28,9
2008-07-13 07:00,10.26,86.34,1.24,163.94,132.47
2008-07-13 08:00,12.75,74.66,1.36,133.75,355.16
2008-07-13 09:00,14.44,67,1.62,62.55,413.75
2008-07-13 10:00,15.68,59.55,2.31,15.93,535.82
2008-07-13 11:00,16.79,54.99,2.03,60.93,524.38
2008-07-13 12:00,17.31,51.11,2.31,49.74,494.38
2008-07-13 13:00,17.08,51.34,2.83,18.44,550.07
2008-07-13 14:00,17.45,54.41,3.41,23.77,624.25
2008-07-13 15:00,16.43,55.56,3.32,16.12,273.55
2008-07-13 16:00,15.45,60.74,3.61,18.25,186.17
2008-07-13 17:00,14.2,63.38,2.86,20.25,26.99
2008-07-13 18:00,13.02,72.33,2.02,41.36,0.55
2008-07-13 19:00,11.1,87.3,1.54,184.69,0
2008-07-13 20:00,10.36,91.21,0.94,173.84,0
2008-07-13 21:00,9.85,92.52,1.37,177.58,0
2008-07-13 22:00,10.06,91.48,0.94,165.21,0
2008-07-13 23:00,10.04,88.72,1.11,91.71,0
2008-07-14 00:00,10.04,87.87,1.06,151.9,0
2008-07-14 01:00,9.19,93.02,1.21,178.97,0
2008-07-14 02:00,8.96,92.25,0.62,166.13,0
2008-07-14 03:00,9.19,88.59,0.62,122,0
2008-07-14 04:00,9.09,84.29,0.65,332.23,0
2008-07-14 05:00,8.84,89.63,1.21,167.19,0
2008-07-14 06:00,8.78,91.68,0.91,172.99,23.06
2008-07-14 07:00,10.36,83.11,1.37,147.33,181.69
2008-07-14 08:00,13.09,70.01,1.32,119.76,390.03
2008-07-14 09:00,14.99,60.87,1.86,52.56,642.05
2008-07-14 10:00,16.32,50.1,1.86,236.1,546.88
2008-07-14 11:00,17.15,46.82,2,167.09,681.87
2008-07-14 12:00,18.06,44.2,2.1,110.54,595.49
2008-07-14 13:00,18.58,42.34,2.55,6.31,577.6
2008-07-14 14:00,17.24,51.63,3.2,8.43,400.51
2008-07-14 15:00,16.08,57.86,3.03,7.89,192.98
2008-07-14 16:00,15.42,60.26,2.96,26.84,134.9
2008-07-14 17:00,14.65,62.63,2.84,25.08,69.84
2008-07-14 18:00,13.93,66.93,2.39,42.62,0.04
2008-07-14 19:00,12.35,82.85,1.42,100.63,0
2008-07-14 20:00,11.93,83.94,1.43,91.88,0
2008-07-14 21:00,11.06,91.75,1.11,157.91,0
2008-07-14 22:00,10.93,92.19,1.34,134.86,0
2008-07-14 23:00,10.5,95.14,1.07,99.99,0
2008-07-15 00:00,10.69,92.4,1.32,174.51,0
2008-07-15 01:00,10.48,92.12,0.99,143.84,0
2008-07-15 02:00,10.23,93.16,1.09,127.32,0
2008-07-15 03:00,10.24,92.49,1.35,184.38,0
2008-07-15 04:00,9.93,93.68,1.12,113.83,0
2008-07-15 05:00,9.96,93.18,1.19,153.73,0
2008-07-15 06:00,9.83,93.27,1.11,121.78,8.62
2008-07-15 07:00,10.49,90.09,1.33,149.42,96.53
2008-07-15 08:00,11.65,83.53,1.83,166.73,201
2008-07-15 09:00,13.38,68.62,2.65,185.3,415.67
2008-07-15 10:00,15.24,61.21,2.18,171.73,474.1
2008-07-15 11:00,16.5,53.84,2.01,166.27,478.97
2008-07-15 12:00,15.77,53.61,2.22,177.58,173.44
2008-07-15 13:00,17.21,52.02,1.99,238.04,650.99
2008-07-15 14:00,15.45,60.63,2.47,184.94,137.42
2008-07-15 15:00,14.92,69.67,1.49,11.66,298.23
2008-07-15 16:00,15.06,67.36,2.31,24.79,202.28
2008-07-15 17:00,13.83,70.3,1.59,36.85,12.19
2008-07-15 18:00,12.84,77.38,1.57,62.35,0
2008-07-15 19:00,11.86,86.31,1.37,160.88,0
2008-07-15 20:00,11.75,80.94,1.51,192.29,0
2008-07-15 21:00,11.86,71.54,1.69,204.32,0
2008-07-15 22:00,11.54,68.21,1.5,198.69,0
2008-07-15 23:00,10.96,71.22,1.31,191.12,0
2008-07-16 00:00,11.01,69.22,1.19,197.98,0
2008-07-16 01:00,11.43,63.84,1.81,211.53,0
2008-07-16 02:00,11.05,66.07,1.79,197.95,0
2008-07-16 03:00,10.59,70.19,1.73,159.62,0
2008-07-16 04:00,9.25,87.47,1.16,4.19,0
2008-07-16 05:00,8.7,89.72,0.83,113.34,0
2008-07-16 06:00,9.52,77.87,2.26,189.22,0.02
2008-07-16 07:00,10.07,72.84,3.18,196.78,25.46
2008-07-16 08:00,10.28,73.14,3.89,204.61,105.41
2008-07-16 09:00,11.63,67.83,3.63,195.98,254.28
2008-07-16 10:00,13.52,58.96,3.34,201.66,428.32
2008-07-16 11:00,15.58,54.48,2.97,172.84,633.66
2008-07-16 12:00,16.36,51.71,2.71,144.36,525.71
2008-07-16 13:00,17.4,50.15,1.87,111.35,613.02
2008-07-16 14:00,16.9,46.94,1.82,151.86,394.41
2008-07-16 15:00,17.37,45.81,2.01,141.99,266.38
2008-07-16 16:00,16.09,47.21,2.98,188.06,95.06
2008-07-16 17:00,15.43,49.08,2.92,180.82,36.16
2008-07-16 18:00,14.48,51.21,3.07,179.64,1.17
2008-07-16 19:00,13.37,54.13,2.43,198.5,0
2008-07-16 20:00,12.36,55.61,1.66,223.12,0
2008-07-16 21:00,11.64,57.04,2.18,250.36,0
2008-07-16 22:00,11.47,57.13,2.52,235.09,0
2008-07-16 23:00,11.29,55.76,2.57,230.74,0
2008-07-17 00:00,9.72,67.44,0.89,276.62,0
2008-07-17 01:00,7.91,79.92,0.52,311.01,0
2008-07-17 02:00,7.53,79.47,0.68,300.04,0
2008-07-17 03:00,7.03,77.68,0.46,338.54,0
2008-07-17 04:00,6.64,74.47,0.79,352.11,0
2008-07-17 05:00,6.05,78.57,0.81,334.12,0
2008-07-17 06:00,6.53,79.06,0.74,325.81,13.23
2008-07-17 07:00,10.16,66.86,1.03,38.76,147.82
2008-07-17 08:00,12.6,59.01,1.24,96.99,366.74
2008-07-17 09:00,14.74,52.76,2.14,181.26,594.96
2008-07-17 10:00,16.64,44.43,2.06,137.07,775.62
2008-07-17 11:00,18.15,40.12,1.79,11.25,867.06
2008-07-17 12:00,17.95,45.33,2.51,45.95,659.48
2008-07-17 13:00,17.64,48.78,3.28,358.71,538.82
2008-07-17 14:00,17.58,49.12,4.03,18.25,772.7
2008-07-17 15:00,17.41,48.79,4.34,3.95,711.76
2008-07-17 16:00,16.72,51.81,3.66,14.38,366.54
2008-07-17 17:00,15.62,56.35,2.11,57.65,70.87
2008-07-17 18:00,13.26,70.86,1.87,150.53,0
2008-07-17 19:00,11.72,82.8,2.05,182.38,0
2008-07-17 20:00,10.8,90.3,1.69,109.12,0
2008-07-17 21:00,10.54,92.32,1.48,102.64,0
2008-07-17 22:00,10.04,95.22,1.62,126.02,0
2008-07-17 23:00,9.99,94.95,1.42,133.85,0
2008-07-18 00:00,9.82,93.82,1.44,112.9,0
2008-07-18 01:00,9.94,90.06,1.08,115.57,0
2008-07-18 02:00,9.46,90.24,1,171.13,0
2008-07-18 03:00,9.06,84.67,0.95,319.43,0
2008-07-18 04:00,8.72,84.5,0.85,311.88,0
2008-07-18 05:00,7.32,85.23,0.98,332.21,0
2008-07-18 06:00,7.23,84.6,0.78,322.16,11.56
2008-07-18 07:00,11.06,74.48,0.8,104.75,146.36
2008-07-18 08:00,12.51,71.37,1.45,134.06,360.02
2008-07-18 09:00,14.38,64.12,1.6,133.39,568.19
2008-07-18 10:00,15.93,58.24,2.14,159.8,747.54
2008-07-18 11:00,18.09,44.59,2.6,5.63,851.78
2008-07-18 12:00,19.28,38.95,3.18,5.72,880.64
2008-07-18 13:00,19.33,44.21,3.46,9.11,688.69
2008-07-18 14:00,17.03,49.65,4,15.96,163.55
2008-07-18 15:00,15.99,52.87,4.2,8.06,178.34
2008-07-18 16:00,15.94,55.32,2.49,44.02,124.77
2008-07-18 17:00,14.84,65,1.82,67.89,73.86
2008-07-18 18:00,13.26,72.12,2.19,21.92,0.26
2008-07-18 19:00,12.62,77.04,1.54,89.24,0
2008-07-18 20:00,11.33,88.37,1.09,73.38,0
2008-07-18 21:00,10.9,92.99,0.92,189.05,0
2008-07-18 22:00,10.86,91.26,0.76,215.43,0
2008-07-18 23:00,10.9,89.63,1.17,192.59,0
2008-07-19 00:00,10.21,89.52,0.81,341.09,0
2008-07-19 01:00,10.08,88.9,0.74,10.96,0
2008-07-19 02:00,9.43,90.23,0.7,311.98,0
2008-07-19 03:00,9.87,90.56,0.78,307.65,0
2008-07-19 04:00,9.87,91.64,1,41.58,0
2008-07-19 05:00,9.79,92.37,1.06,183.68,0
2008-07-19 06:00,9.67,93.73,0.68,170.3,19.47
2008-07-19 07:00,11.31,85.29,0.76,333.42,139.89
2008-07-19 08:00,12.38,82.13,1.72,153.77,363.29
2008-07-19 09:00,14.75,64.83,1.42,101.64,537.49
2008-07-19 10:00,17.04,51.81,1.75,10.14,705.87
2008-07-19 11:00,18.43,49.36,1.46,164.04,710.66
2008-07-19 12:00,18.88,47.09,1.99,145.55,564.9
2008-07-19 13:00,18.24,49.87,2.26,163.96,511.04
2008-07-19 14:00,18.6,45.28,1.77,143.89,284.87
2008-07-19 15:00,17.63,47.94,1.71,147.66,140
2008-07-19 16:00,17.87,44.55,2.4,33.46,111.09
2008-07-19 17:00,16.98,47.23,2.5,30.41,22.38
2008-07-19 18:00,15.85,56.49,1.92,30.22,1.09
2008-07-19 19:00,14.76,61.08,1.34,48.24,0
2008-07-19 20:00,13.65,65.52,1.31,2.14,0
2008-07-19 21:00,12.4,69.01,1.22,355.13,0
2008-07-19 22:00,11.61,69.51,1.08,351.61,0
2008-07-19 23:00,11.68,68.3,0.85,315.24,0
2008-07-20 00:00,11.82,68.98,1,217.94,0
2008-07-20 01:00,10.77,73.56,0.62,317.38,0
2008-07-20 02:00,10.98,69.31,1.16,239.58,0
2008-07-20 03:00,10.72,66.84,1.62,224.35,0
2008-07-20 04:00,10.75,64.71,1.86,255.33,0
2008-07-20 05:00,11.12,63.51,2.56,213,0
2008-07-20 06:00,11.78,59.97,1.84,217.48,21.46
2008-07-20 07:00,13.7,55.2,1.97,204.56,197
2008-07-20 08:00,15.55,48.86,2.57,206.27,435.9
2008-07-20 09:00,16.36,46.59,2.57,167.36,637.57
2008-07-20 10:00,17.22,46.45,2.48,149.94,565.13
2008-07-20 11:00,16.83,49.11,2.1,113.46,570.7
2008-07-20 12:00,19.19,43.1,2.28,117.69,950.48
2008-07-20 13:00,19.06,41.62,2.65,110.95,608.99
2008-07-20 14:00,18.53,43.25,2.48,117.5,570.49
2008-07-20 15:00,19.59,41.35,2.14,79.39,507.67
2008-07-20 16:00,17.81,45,2.3,53.92,122.24
2008-07-20 17:00,15.92,58.61,3.33,11.13,44.29
2008-07-20 18:00,14.93,58.88,2.55,13.51,0.59
2008-07-20 19:00,13.92,62.28,1.86,360,0
2008-07-20 20:00,13.4,64.71,1.12,358.03,0
2008-07-20 21:00,13.36,65.45,0.93,359.5,0
2008-07-20 22:00,12.74,67.15,1,339.99,0
2008-07-20 23:00,12.5,64.37,2.23,219.62,0
2008-07-21 00:00,11.95,63.69,3.16,217.69,0
2008-07-21 01:00,11.64,64.95,3.23,221.07,0
2008-07-21 02:00,11.11,64.32,3.68,220.46,0
2008-07-21 03:00,10.68,63.86,3.46,223.66,0
2008-07-21 04:00,10.52,63.77,2.62,230.65,0
2008-07-21 05:00,10.7,62.25,2.53,218.91,0
2008-07-21 06:00,10.93,61.3,2.26,211,3.72
2008-07-21 07:00,12.51,57.12,2.84,200.58,155.82
2008-07-21 08:00,14.54,51.55,2.89,198.01,399.46
2008-07-21 09:00,16.46,45.95,2.12,185.85,605.8
2008-07-21 10:00,17.8,42.83,2.38,162,775.24
2008-07-21 11:00,18.69,40.24,3.49,103.61,983.89
2008-07-21 12:00,19.07,39.4,3.16,124.58,1009.73
2008-07-21 13:00,19.74,37.62,3.25,120.94,971.84
2008-07-21 14:00,19.18,40.64,3.71,119.89,729.34
2008-07-21 15:00,18.69,41.52,3.26,154.96,480.09
2008-07-21 16:00,17.6,43.7,3.03,134.86,131.31
2008-07-21 17:00,16.07,47.91,3,142.78,36.77
2008-07-21 18:00,15.04,52.32,2.52,181.03,0.26
2008-07-21 19:00,14.1,62.64,1.35,22.19,0
2008-07-21 20:00,13.43,61.45,1.61,114.39,0
2008-07-21 21:00,12.41,63.33,0.83,4.3,0
2008-07-21 22:00,11.83,61.4,0.94,322.34,0
2008-07-21 23:00,11.99,64.46,0.77,334.43,0
2008-07-22 00:00,11.97,66.26,0.72,163.01,0
2008-07-22 01:00,11.45,65.18,1.56,195.96,0
2008-07-22 02:00,11.41,63.82,1.94,206.99,0
2008-07-22 03:00,11.41,67.7,0.95,320.58,0
2008-07-22 04:00,11.87,58.99,1.5,247.68,0
2008-07-22 05:00,10.85,64.2,1.05,190.21,0
2008-07-22 06:00,10.62,63.93,2.68,220.8,16.23
2008-07-22 07:00,12.69,56.27,3.61,223.86,170.42
2008-07-22 08:00,14.48,50.69,2.94,207.71,394.32
2008-07-22 09:00,15.97,45.4,2.87,191.85,620.75
2008-07-22 10:00,17.2,43.07,2.87,148.86,768.34
2008-07-22 11:00,18.66,39.86,3.15,131.24,941.9
2008-07-22 12:00,19.71,38.06,2.99,157.62,936.87
2008-07-22 13:00,19.81,37.32,3.65,143.47,806.29
2008-07-22 14:00,17.92,42.91,3.57,115.59,261.74
2008-07-22 15:00,17.66,44.49,2.82,133.64,323.88
2008-07-22 16:00,16.75,49.5,2.77,78.5,136.97
2008-07-22 17:00,15.06,56.83,2.92,360,60.58
2008-07-22 18:00,14.16,57.86,2.6,5.43,1.06
2008-07-22 19:00,13.45,57.48,2.52,360,0
2008-07-22 20:00,12.53,59.8,2.22,360,0
2008-07-22 21:00,11.68,61.02,1.02,340.84,0
2008-07-22 22:00,11.52,60.54,1.71,290.69,0
2008-07-22 23:00,12.19,57.52,1.53,282.58,0
2008-07-23 00:00,12,57.93,1.95,225.01,0
2008-07-23 01:00,12.11,56.68,2.22,227.79,0
2008-07-23 02:00,11.49,58.79,2.64,224.69,0
2008-07-23 03:00,11.34,58.19,2.48,229.17,0
2008-07-23 04:00,10.88,59.63,2.48,238,0
2008-07-23 05:00,10.82,57.96,2.54,239.78,0
2008-07-23 06:00,10.93,57.09,1.93,243.49,13.41
2008-07-23 07:00,13.28,50.14,2.41,227.56,165.32
2008-07-23 08:00,14.62,46.19,2.56,197.58,408.27
2008-07-23 09:00,16.06,43.74,2.52,161.98,657.8
2008-07-23 10:00,17.3,41.94,2.41,168.29,833.49
2008-07-23 11:00,18.19,39.73,2.86,159.68,955.92
2008-07-23 12:00,18.89,39.82,3.53,134.66,973.63
2008-07-23 13:00,19.23,39.96,3.96,129.33,867.37
2008-07-23 14:00,17.71,42.93,3.3,117.14,289.45
2008-07-23 15:00,16.97,43.48,3.51,126.71,240.94
2008-07-23 16:00,17.53,43.16,2.8,123.09,353.29
2008-07-23 17:00,15.92,47.06,2.5,116.37,54.14
2008-07-23 18:00,14.57,52.27,2.36,70.56,0.3
2008-07-23 19:00,13.12,61.47,2.1,0.79,0
2008-07-23 20:00,11.61,62.11,1.33,318.1,0
2008-07-23 21:00,11.98,56.68,1.25,307.64,0
2008-07-23 22:00,12.16,56.12,1.09,306.18,0
2008-07-23 23:00,12.02,58.87,1.63,1.14,0
2008-07-24 00:00,11.39,60.92,0.96,343.88,0
2008-07-24 01:00,12,58.61,1.07,210.46,0
2008-07-24 02:00,11.95,59.89,1.35,319.66,0
2008-07-24 03:00,11.54,62.48,2.36,5.37,0
2008-07-24 04:00,11.39,64.46,1.83,10.52,0
2008-07-24 05:00,11.14,65.92,1.45,1.42,0
2008-07-24 06:00,10.1,70.7,1.24,356.24,7.08
2008-07-24 07:00,11.87,64.14,1.28,200.96,125.86
2008-07-24 08:00,13.8,52.85,2.47,186.82,301.54
2008-07-24 09:00,15.27,47.14,3.31,156.17,694.93
2008-07-24 10:00,16.36,46.04,2.71,153.98,872.3
2008-07-24 11:00,17.23,42.77,3.49,176.89,837.15
2008-07-24 12:00,18.16,41.18,2.68,121.6,709.5
2008-07-24 13:00,18.77,39.64,2.67,131.12,769.9
2008-07-24 14:00,19.35,38.38,2.98,148.48,725.97
2008-07-24 15:00,18.11,38.21,3.79,118.08,694.62
2008-07-24 16:00,17.82,38.32,2.98,122.34,445.34
2008-07-24 17:00,16.02,43.16,2.96,112.06,119.23
2008-07-24 18:00,14.23,46.05,2.55,123.8,0.02
2008-07-24 19:00,13.52,46.58,1.75,78.87,0
2008-07-24 20:00,12.31,51.51,1.35,303.57,0
2008-07-24 21:00,12.24,52.07,1.51,303.32,0
2008-07-24 22:00,11.75,54.46,1.25,302.71,0
2008-07-24 23:00,12.53,52.08,1.42,188.47,0
2008-07-25 00:00,11.8,57.44,1.31,324.13,0
2008-07-25 01:00,11.09,61.66,1.25,354.74,0
2008-07-25 02:00,11.18,62.52,0.89,325.33,0
2008-07-25 03:00,10.82,63.85,1.22,269.39,0
2008-07-25 04:00,12.01,57.61,1.69,254.85,0
2008-07-25 05:00,11.43,60.23,1.45,320.4,0
2008-07-25 06:00,10.22,66.21,1.29,347.16,14.21
2008-07-25 07:00,13.47,50.57,2.61,165.2,159.62
2008-07-25 08:00,14.87,46.39,3.49,183.83,417.56
2008-07-25 09:00,15.95,46.31,2.86,154.64,684.72
2008-07-25 10:00,16.53,45.66,3.44,121.85,810.26
2008-07-25 11:00,17.51,41.07,4,162.16,981.63
2008-07-25 12:00,18.11,40.17,3.3,129.31,1020.6
2008-07-25 13:00,18.76,40.01,3.24,124.62,1005.4
2008-07-25 14:00,18.64,40.43,2.46,138.18,613.31
2008-07-25 15:00,18.75,40.83,2.23,99.63,480.49
2008-07-25 16:00,17.91,42.14,2.56,141.59,293.77
2008-07-25 17:00,17.36,43.24,1.72,106.18,71
2008-07-25 18:00,15.02,59.19,2.73,12.06,0.1
2008-07-25 19:00,13.74,65.53,2.74,10.58,0
2008-07-25 20:00,13,61.17,1.67,3.04,0
2008-07-25 21:00,11.78,62.83,1.16,341.01,0
2008-07-25 22:00,11.08,66.08,0.91,350.21,0
2008-07-25 23:00,11.66,66.21,2.12,7.62,0
2008-07-26 00:00,11.96,64.95,1.84,16.23,0
2008-07-26 01:00,11.04,77.78,0.95,68.33,0
2008-07-26 02:00,10.88,75.65,1.03,30.43,0
2008-07-26 03:00,10.86,77.15,1.05,177.74,0
2008-07-26 04:00,10.71,74.6,1,353.74,0
2008-07-26 05:00,11.04,72.25,0.91,345.99,0
2008-07-26 06:00,11.26,74.4,0.5,13.01,9.89
2008-07-26 07:00,11.64,73.08,1.14,218.09,68.4
2008-07-26 08:00,13.41,61,2.25,182.45,215.45
2008-07-26 09:00,14.82,52.05,2.54,184.44,456.4
2008-07-26 10:00,16.77,47.62,2.49,181.21,631.81
2008-07-26 11:00,17.89,45.06,3.22,174.01,968.63
2008-07-26 12:00,18.49,43.31,2.67,135.24,874.41
2008-07-26 13:00,19.37,41.15,2.69,107.76,830.31
2008-07-26 14:00,19.98,40.17,2.78,107.37,677.34
2008-07-26 15:00,18.11,43.07,2.45,136.52,185.96
2008-07-26 16:00,17.65,43.28,3.19,124.14,205.68
2008-07-26 17:00,16.26,46.9,3.08,134.05,40.43
2008-07-26 18:00,14.73,53.62,1.89,158.72,0
2008-07-26 19:00,13.98,65.92,1.67,25.76,0
2008-07-26 20:00,13.09,67.86,2.67,12.11,0
2008-07-26 21:00,12.86,67.57,2.15,24.33,0
2008-07-26 22:00,12.8,69.53,2.04,26.52,0
2008-07-26 23:00,12.56,69.85,1.86,24.93,0
2008-07-27 00:00,12.25,67.66,1.57,12.68,0
2008-07-27 01:00,11.63,76.85,0.99,140.17,0
2008-07-27 02:00,11.06,81.7,1.09,142.41,0
2008-07-27 03:00,10.69,82.99,0.84,14.9,0
2008-07-27 04:00,10.91,81.87,0.66,324.98,0
2008-07-27 05:00,10.92,79.97,0.92,124.93,0
2008-07-27 06:00,10.77,81.78,0.69,149.74,7.02
2008-07-27 07:00,11.37,78.31,1.15,171.24,35.47
2008-07-27 08:00,12.13,74.23,1.5,156.46,226.08
2008-07-27 09:00,15.52,56.64,1.73,143.86,504.34
2008-07-27 10:00,17.32,46.94,1.65,147.78,477.94
2008-07-27 11:00,17.51,47.11,2.07,143.94,633.01
2008-07-27 12:00,18.35,44.64,2.09,124.76,540.27
2008-07-27 13:00,19.06,42.59,3.02,122.9,792.54
2008-07-27 14:00,18.25,44.93,3.1,144.07,585.47
2008-07-27 15:00,18.44,47.07,2.26,71.81,287.28
2008-07-27 16:00,16.05,58.78,3.35,10.28,123.37
2008-07-27 17:00,15.01,62.86,3.32,6.45,37.81
2008-07-27 18:00,14.16,61.56,2.69,0.31,0
2008-07-27 19:00,13.74,62.53,2.55,23.52,0
2008-07-27 20:00,12.74,67.42,2.48,21.08,0
2008-07-27 21:00,11.36,69.98,1.24,344.8,0
2008-07-27 22:00,10.47,69.87,0.87,339.62,0
2008-07-27 23:00,11.16,68.26,0.77,290.79,0
2008-07-28 00:00,11.42,67.22,1.23,227.31,0
2008-07-28 01:00,11.26,62.95,1.58,230.92,0
2008-07-28 02:00,10.99,65.65,1.26,192.82,0
2008-07-28 03:00,10.95,65.59,1.29,203.48,0
2008-07-28 04:00,11.16,64.9,1.11,205.27,0
2008-07-28 05:00,10.41,69.15,1.23,206.35,0
2008-07-28 06:00,11.71,58.88,1.77,204.89,16.02
2008-07-28 07:00,13.03,52.41,2.09,205.78,157.33
2008-07-28 08:00,13.82,49.26,2.71,172.79,197.32
2008-07-28 09:00,14.55,47.95,2.53,184.53,332.72
2008-07-28 10:00,15.9,42.95,3.16,167.37,825.66
2008-07-28 11:00,16.79,37.29,4.07,133.58,686.72
2008-07-28 12:00,16.96,40.37,3.45,146.06,764.36
2008-07-28 13:00,17.02,40.34,3.34,126.67,651.12
2008-07-28 14:00,17.12,41.9,2.72,129.42,415.53
2008-07-28 15:00,16.19,44.41,3.95,162.93,379.15
2008-07-28 16:00,15.71,46.11,2.33,152.39,98.37
2008-07-28 17:00,14.84,50.25,2.31,126.58,85.39
2008-07-28 18:00,14.07,56.49,1.78,72.38,2.98
2008-07-28 19:00,13.18,66.24,2.22,8.95,0
2008-07-28 20:00,12.93,64.85,2.67,13.57,0
2008-07-28 21:00,12.33,66.02,2.9,25.18,0
2008-07-28 22:00,12.36,62.24,2.2,11.44,0
2008-07-28 23:00,11.95,64.04,2.57,4.91,0
2008-07-29 00:00,11.23,65.81,1.77,2.61,0
2008-07-29 01:00,11.03,69.01,1.16,132.59,0
2008-07-29 02:00,11.12,69.65,1.05,208.04,0
2008-07-29 03:00,10.25,73.95,0.82,1.64,0
2008-07-29 04:00,9.88,74.35,0.81,304.25,0
2008-07-29 05:00,10.15,73.95,0.62,333.97,0
2008-07-29 06:00,10.39,73.43,0.74,132.98,11.88
2008-07-29 07:00,11.65,69.44,0.95,115.68,98.34
2008-07-29 08:00,13.24,61.87,1.1,123.6,211.69
2008-07-29 09:00,14.81,57.37,1.59,183.09,367.37
2008-07-29 10:00,15.97,51.07,2.85,156.31,722.99
